,symbol,ranking by market cap,name,market cap,price,circulating supply,volume,% 1h,% 24h,% 1wk,file_name
4302377,BTC,1,Bitcoin,"$70,042,471,032 ",$4243.24,"16,506,837","$2,435,800,000",-1.14%,4.13%,26.09%,r_20170814-223505
4303415,BTC,1,Bitcoin,"$62,831,833,530 ",$3807.24,"16,503,250","$2,260,970,000",-0.26%,6.03%,17.28%,r_20170812-215005
4304448,BTC,1,Bitcoin,"$71,372,611,893 ",$4322.08,"16,513,487","$2,664,180,000",0.77%,-2.24%,24.15%,r_20170818-100005
4305498,BTC,1,Bitcoin,"$68,428,747,887 ",$4141.54,"16,522,537","$2,373,100,000",0.81%,1.42%,-4.25%,r_20170823-232505
4306551,BTC,1,Bitcoin,"$61,442,598,972 ",$3723.32,"16,502,100","$2,057,950,000",1.46%,8.73%,21.49%,r_20170812-052005
4307595,BTC,1,Bitcoin,"$72,991,490,123 ",$4416.59,"16,526,662","$1,489,190,000",0.65%,2.20%,6.62%,r_20170827-031005
4308662,BTC,1,Bitcoin,"$67,676,971,672 ",$4090.55,"16,544,712","$3,305,160,000",0.20%,-9.90%,-6.67%,r_20170905-042505
4309727,BTC,1,Bitcoin,"$58,459,372,720 ",$3542.74,"16,501,175","$1,870,900,000",0.22%,3.81%,23.76%,r_20170811-152505
4310777,BTC,1,Bitcoin,"$75,052,691,764 ",$4537.13,"16,541,887","$1,938,600,000",0.03%,0.53%,3.93%,r_20170903-205005
4311847,BTC,1,Bitcoin,"$68,321,536,041 ",$4135.12,"16,522,262","$2,254,860,000",-0.39%,0.98%,-4.16%,r_20170823-203505
4312915,BTC,1,Bitcoin,"$74,910,726,150 ",$4528.38,"16,542,500","$1,851,800,000",0.00%,-2.13%,4.99%,r_20170904-032505
4313977,BTC,1,Bitcoin,"$55,507,827,170 ",$3365.36,"16,493,875","$1,331,910,000",-0.44%,4.12%,20.15%,r_20170807-150005
4315009,BTC,1,Bitcoin,"$67,379,717,491 ",$4078.41,"16,521,075","$2,575,700,000",-0.74%,7.83%,-1.11%,r_20170823-060005
4316057,BTC,1,Bitcoin,"$62,024,786,010 ",$3758.48,"16,502,625","$2,121,320,000",-0.20%,7.30%,18.08%,r_20170812-124004
4317108,BTC,1,Bitcoin,"$69,875,254,969 ",$4223.25,"16,545,375","$3,144,220,000",0.31%,-2.87%,-4.78%,r_20170905-112005
4318173,BTC,1,Bitcoin,"$55,926,586,176 ",$3390.61,"16,494,550","$1,468,990,000",1.55%,4.78%,18.78%,r_20170807-230506
4319198,BTC,1,Bitcoin,"$56,577,139,376 ",$3428.85,"16,500,325","$1,578,880,000",0.27%,2.73%,23.16%,r_20170811-033505
4320239,BTC,1,Bitcoin,"$71,025,073,250 ",$4302.92,"16,506,250","$2,573,890,000",0.25%,7.14%,28.86%,r_20170814-152005
4321281,BTC,1,Bitcoin,"$70,126,823,306 ",$4244.05,"16,523,562","$2,135,460,000",0.24%,0.75%,-2.95%,r_20170824-165005
4322350,BTC,1,Bitcoin,"$71,820,881,771 ",$4341.47,"16,542,987","$2,120,250,000",-1.61%,-6.30%,1.12%,r_20170904-090006
4323431,BTC,1,Bitcoin,"$79,195,921,219 ",$4789.05,"16,536,875","$2,094,160,000",0.55%,3.57%,9.69%,r_20170901-105505
4324507,BTC,1,Bitcoin,"$71,657,743,195 ",$4335.12,"16,529,587","$1,812,040,000",0.24%,-0.78%,7.19%,r_20170828-163505
4325563,BTC,1,Bitcoin,"$52,674,531,504 ",$3194.08,"16,491,300","$1,508,720,000",-0.37%,1.83%,18.76%,r_20170806-061005
4326600,BTC,1,Bitcoin,"$71,858,483,170 ",$4348.06,"16,526,562","$1,479,680,000",0.22%,-0.36%,5.16%,r_20170827-004505
4327654,BTC,1,Bitcoin,"$67,416,665,078 ",$4083.73,"16,508,600","$3,158,140,000",-0.72%,-4.39%,19.91%,r_20170815-205505
4328708,BTC,1,Bitcoin,"$75,310,093,125 ",$4555.62,"16,531,250","$2,434,770,000",-0.39%,5.00%,13.86%,r_20170829-164005
4329773,BTC,1,Bitcoin,"$70,807,465,108 ",$4289.74,"16,506,237","$2,478,520,000",1.70%,7.95%,28.79%,r_20170814-142005
4330831,BTC,1,Bitcoin,"$75,681,803,584 ",$4575.77,"16,539,687","$2,919,290,000",-0.01%,-5.09%,5.95%,r_20170902-184005
4331915,BTC,1,Bitcoin,"$73,371,941,327 ",$4434.05,"16,547,387","$2,405,950,000",-0.15%,8.92%,-3.14%,r_20170906-055505
4332981,BTC,1,Bitcoin,"$57,484,168,933 ",$3484.85,"16,495,450","$1,713,160,000",0.63%,7.08%,23.78%,r_20170808-091505
4334022,BTC,1,Bitcoin,"$71,665,079,935 ",$4331.26,"16,546,012","$2,879,490,000",1.68%,3.51%,-4.69%,r_20170905-174005
4335085,BTC,1,Bitcoin,"$55,971,366,187 ",$3392.97,"16,496,275","$1,706,100,000",0.34%,1.60%,24.57%,r_20170808-183005
4336123,BTC,1,Bitcoin,"$72,697,084,397 ",$4398.38,"16,528,150","$1,486,930,000",0.76%,1.39%,6.76%,r_20170827-201006
4337193,BTC,1,Bitcoin,"$77,035,808,131 ",$4657.75,"16,539,275","$2,956,770,000",-1.01%,-3.04%,7.90%,r_20170902-123506
4338252,BTC,1,Bitcoin,"$52,774,557,731 ",$3200.08,"16,491,637","$1,317,440,000",-0.01%,0.91%,19.05%,r_20170806-112006
4339296,BTC,1,Bitcoin,"$77,381,545,799 ",$4678.29,"16,540,562","$2,512,310,000",1.30%,-2.53%,7.40%,r_20170903-044505
4340370,BTC,1,Bitcoin,"$72,163,485,929 ",$4367.08,"16,524,425","$2,035,670,000",0.17%,4.12%,1.16%,r_20170825-090505
4341427,BTC,1,Bitcoin,"$66,756,595,833 ",$4041.10,"16,519,412","$2,747,630,000",-0.07%,-2.16%,-6.60%,r_20170821-230505
4342479,BTC,1,Bitcoin,"$66,875,063,836 ",$4051.88,"16,504,700","$3,200,700,000",1.70%,5.42%,25.22%,r_20170813-155005
4343529,BTC,1,Bitcoin,"$77,851,589,072 ",$4708.12,"16,535,600","$1,914,450,000",0.20%,3.17%,11.01%,r_20170831-181505
4344588,BTC,1,Bitcoin,"$55,699,290,993 ",$3376.50,"16,496,162","$1,703,040,000",-0.76%,0.64%,23.30%,r_20170808-164005
4345615,BTC,1,Bitcoin,"$70,427,343,119 ",$4265.18,"16,512,162","$2,386,490,000",-1.41%,-0.78%,25.28%,r_20170817-185006
4346668,BTC,1,Bitcoin,"$67,423,134,004 ",$4082.53,"16,515,037","$2,785,330,000",-1.02%,-5.60%,9.88%,r_20170819-061506
4347720,BTC,1,Bitcoin,"$71,905,608,362 ",$4351.55,"16,524,137","$2,025,780,000",0.16%,4.77%,0.79%,r_20170825-042005
4348783,BTC,1,Bitcoin,"$72,027,412,643 ",$4357.83,"16,528,275","$1,516,030,000",-0.10%,0.37%,5.94%,r_20170827-224005
4349852,BTC,1,Bitcoin,"$72,717,452,262 ",$4399.08,"16,530,150","$1,906,530,000",0.28%,1.23%,12.18%,r_20170829-011505
4350920,BTC,1,Bitcoin,"$67,948,100,275 ",$4115.80,"16,509,087","$2,991,890,000",0.21%,-6.77%,21.10%,r_20170816-040505
4351963,BTC,1,Bitcoin,"$67,567,956,659 ",$4091.07,"16,515,962","$3,465,160,000",1.00%,-3.21%,6.74%,r_20170819-173505
4352996,BTC,1,Bitcoin,"$47,120,429,923 ",$2857.99,"16,487,262","$931,613,000",1.38%,4.14%,3.74%,r_20170804-093005
4354020,BTC,1,Bitcoin,"$56,971,025,028 ",$3452.69,"16,500,475","$1,643,890,000",0.94%,2.95%,23.11%,r_20170811-060505
4355059,BTC,1,Bitcoin,"$69,462,113,176 ",$4204.21,"16,522,037","$2,375,630,000",-0.49%,5.19%,-1.17%,r_20170823-173005
4356124,BTC,1,Bitcoin,"$70,550,456,218 ",$4263.94,"16,545,837","$2,936,870,000",-0.59%,0.54%,-5.42%,r_20170905-154005
4357187,BTC,1,Bitcoin,"$52,610,658,503 ",$3190.41,"16,490,250","$1,676,550,000",0.07%,10.97%,17.22%,r_20170805-162505
4358224,BTC,1,Bitcoin,"$75,316,908,038 ",$4555.86,"16,531,875","$2,467,760,000",-0.69%,3.91%,11.13%,r_20170830-002505
4359291,BTC,1,Bitcoin,"$67,080,802,895 ",$4064.05,"16,505,900","$2,624,950,000",0.67%,-0.90%,25.06%,r_20170814-065505
4360329,BTC,1,Bitcoin,"$71,278,558,041 ",$4316.77,"16,512,012","$2,322,110,000",-0.06%,0.30%,26.85%,r_20170817-172505
4361381,BTC,1,Bitcoin,"$64,981,781,876 ",$3933.51,"16,520,050","$3,614,960,000",0.12%,-3.60%,-5.57%,r_20170822-113506
4362446,BTC,1,Bitcoin,"$77,098,785,100 ",$4661.60,"16,539,125","$3,012,480,000",-0.64%,-2.29%,7.87%,r_20170902-101505
4363528,BTC,1,Bitcoin,"$76,306,224,142 ",$4615.56,"16,532,387","$2,582,770,000",0.42%,5.38%,11.36%,r_20170830-063005
4364598,BTC,1,Bitcoin,"$71,907,522,586 ",$4351.59,"16,524,425","$2,022,840,000",-0.15%,3.75%,0.79%,r_20170825-085505
4365648,BTC,1,Bitcoin,"$56,303,576,872 ",$3412.32,"16,500,087","$1,532,910,000",0.71%,1.91%,22.95%,r_20170811-012005
4366689,BTC,1,Bitcoin,"$68,704,659,435 ",$4158.11,"16,523,050","$2,238,310,000",-0.07%,1.21%,-4.80%,r_20170824-070505
4367742,BTC,1,Bitcoin,"$69,936,170,360 ",$4233.04,"16,521,500","$2,417,460,000",0.25%,7.32%,1.59%,r_20170823-121005
4368786,BTC,1,Bitcoin,"$52,848,506,515 ",$3204.36,"16,492,687","$1,075,390,000",-0.64%,-1.94%,17.00%,r_20170807-004505
4369817,BTC,1,Bitcoin,"$69,178,733,395 ",$4186.77,"16,523,175","$2,115,990,000",-0.07%,-0.99%,-4.83%,r_20170824-105005
4370872,BTC,1,Bitcoin,"$66,417,454,740 ",$4020.64,"16,519,125","$2,675,770,000",-0.31%,-2.58%,-5.97%,r_20170821-184005
4371927,BTC,1,Bitcoin,"$67,995,198,492 ",$4116.58,"16,517,400","$2,311,620,000",-0.01%,1.13%,1.53%,r_20170820-122506
4372978,BTC,1,Bitcoin,"$62,249,832,754 ",$3772.16,"16,502,437","$2,185,560,000",1.04%,8.32%,19.36%,r_20170812-102505
4374014,BTC,1,Bitcoin,"$66,611,252,030 ",$4032.39,"16,519,050","$2,619,060,000",-0.11%,-1.97%,-5.34%,r_20170821-171505
4375068,BTC,1,Bitcoin,"$65,391,159,240 ",$3961.12,"16,508,250","$3,024,890,000",-0.50%,-7.36%,15.95%,r_20170815-151505
4376118,BTC,1,Bitcoin,"$71,309,357,180 ",$4315.13,"16,525,425","$1,624,290,000",0.04%,-0.45%,4.76%,r_20170826-051505
4377166,BTC,1,Bitcoin,"$53,690,555,939 ",$3255.29,"16,493,325","$1,047,980,000",0.62%,2.15%,17.82%,r_20170807-085506
4378194,BTC,1,Bitcoin,"$70,993,940,697 ",$4300.07,"16,509,950","$2,301,550,000",-0.20%,4.22%,29.64%,r_20170816-175505
4379237,BTC,1,Bitcoin,"$55,579,140,835 ",$3369.51,"16,494,725","$1,445,750,000",0.52%,5.06%,17.19%,r_20170808-015505
4380273,BTC,1,Bitcoin,"$72,574,797,068 ",$4390.45,"16,530,150","$1,909,320,000",0.04%,1.03%,12.01%,r_20170829-012005
4381346,BTC,1,Bitcoin,"$72,415,002,206 ",$4380.75,"16,530,275","$1,893,350,000",-0.26%,1.21%,12.45%,r_20170829-024505
4382417,BTC,1,Bitcoin,"$71,764,033,349 ",$4342.68,"16,525,287","$1,619,380,000",0.03%,-0.28%,5.32%,r_20170826-024505
4383465,BTC,1,Bitcoin,"$55,647,826,674 ",$3373.37,"16,496,212","$1,713,350,000",-0.23%,0.69%,23.39%,r_20170808-171505
4384509,BTC,1,Bitcoin,"$75,712,084,751 ",$4576.94,"16,542,075","$1,940,680,000",1.31%,1.60%,4.99%,r_20170903-223005
4385569,BTC,1,Bitcoin,"$52,714,329,993 ",$3196.44,"16,491,575","$1,342,080,000",0.11%,0.55%,18.96%,r_20170806-103005
4386612,BTC,1,Bitcoin,"$76,715,916,615 ",$4637.96,"16,540,875","$2,147,260,000",-0.43%,-0.85%,6.46%,r_20170903-092505
4387679,BTC,1,Bitcoin,"$66,314,319,991 ",$4017.82,"16,505,050","$3,096,960,000",0.73%,4.51%,23.87%,r_20170813-205505
4388716,BTC,1,Bitcoin,"$62,271,570,944 ",$3773.44,"16,502,600","$2,157,280,000",0.10%,7.93%,18.73%,r_20170812-121505
4389762,BTC,1,Bitcoin,"$72,282,353,928 ",$4372.59,"16,530,787","$1,797,510,000",0.20%,1.46%,12.36%,r_20170829-110505
4390843,BTC,1,Bitcoin,"$74,314,598,538 ",$4493.04,"16,539,937","$2,723,660,000",-1.46%,-7.37%,3.72%,r_20170902-205505
4391909,BTC,1,Bitcoin,"$67,439,822,740 ",$4082.70,"16,518,437","$1,979,370,000",0.15%,-1.08%,0.01%,r_20170821-045005
4392959,BTC,1,Bitcoin,"$56,563,527,485 ",$3429.15,"16,494,912","$1,532,110,000",1.00%,6.40%,19.75%,r_20170808-034506
4393990,BTC,1,Bitcoin,"$69,067,112,900 ",$4183.61,"16,508,975","$3,155,610,000",0.25%,-4.86%,22.88%,r_20170816-021506
4395038,BTC,1,Bitcoin,"$72,100,439,112 ",$4363.06,"16,525,200","$1,619,870,000",-0.25%,0.09%,5.67%,r_20170826-012506
4396102,BTC,1,Bitcoin,"$70,138,640,496 ",$4243.42,"16,528,800","$1,554,880,000",-2.01%,-2.71%,4.02%,r_20170828-043505
4397160,BTC,1,Bitcoin,"$55,999,158,790 ",$3394.57,"16,496,687","$1,719,840,000",-0.76%,0.67%,24.74%,r_20170809-011005
4398196,BTC,1,Bitcoin,"$71,324,569,300 ",$4319.20,"16,513,375","$2,756,090,000",0.22%,-0.67%,24.76%,r_20170818-080005
4399254,BTC,1,Bitcoin,"$75,325,564,172 ",$4555.86,"16,533,775","$1,958,320,000",0.09%,-0.84%,9.45%,r_20170830-222005
4400316,BTC,1,Bitcoin,"$56,366,820,633 ",$3416.29,"16,499,425","$1,343,270,000",0.78%,4.08%,24.07%,r_20170810-150505
4401350,BTC,1,Bitcoin,"$55,458,656,323 ",$3362.44,"16,493,575","$1,212,330,000",1.85%,5.13%,20.83%,r_20170807-122005
4402382,BTC,1,Bitcoin,"$62,985,512,927 ",$3812.72,"16,519,837","$3,380,780,000",2.14%,-5.80%,-11.62%,r_20170822-062505
4403442,BTC,1,Bitcoin,"$71,303,022,205 ",$4314.59,"16,526,025","$1,604,030,000",0.19%,-2.63%,5.48%,r_20170826-164006
4404492,BTC,1,Bitcoin,"$66,553,976,241 ",$4032.38,"16,504,887","$3,101,010,000",0.58%,3.77%,24.26%,r_20170813-184505
4405532,BTC,1,Bitcoin,"$66,716,490,095 ",$4038.77,"16,519,012","$2,622,590,000",-0.43%,-1.81%,-5.12%,r_20170821-164005
4406585,BTC,1,Bitcoin,"$69,189,869,625 ",$4191.76,"16,506,162","$2,505,310,000",0.38%,5.29%,26.39%,r_20170814-123505
4407627,BTC,1,Bitcoin,"$67,230,528,989 ",$4073.26,"16,505,337","$3,159,090,000",-0.46%,4.48%,25.88%,r_20170814-000505
4408669,BTC,1,Bitcoin,"$64,907,178,225 ",$3929.00,"16,520,025","$3,595,680,000",0.02%,-3.85%,-6.10%,r_20170822-104505
4409739,BTC,1,Bitcoin,"$68,910,925,598 ",$4165.35,"16,543,850","$2,641,960,000",-0.92%,-7.72%,-4.12%,r_20170904-175006
4410805,BTC,1,Bitcoin,"$67,026,243,350 ",$4060.84,"16,505,512","$2,704,280,000",-0.79%,0.17%,25.70%,r_20170814-024005
4411843,BTC,1,Bitcoin,"$59,455,279,934 ",$3602.99,"16,501,650","$1,975,260,000",1.02%,5.85%,24.43%,r_20170811-221505
4412893,BTC,1,Bitcoin,"$76,011,180,549 ",$4597.95,"16,531,537","$2,465,560,000",0.07%,5.39%,13.12%,r_20170829-212505
4413970,BTC,1,Bitcoin,"$67,279,489,962 ",$4066.47,"16,544,937","$3,359,350,000",0.11%,-9.81%,-7.21%,r_20170905-062505
4415051,BTC,1,Bitcoin,"$77,656,134,897 ",$4696.03,"16,536,550","$1,987,480,000",-0.68%,1.89%,7.91%,r_20170901-052505
4416125,BTC,1,Bitcoin,"$72,074,134,893 ",$4361.62,"16,524,625","$1,986,680,000",0.03%,3.75%,2.16%,r_20170825-142005
4417197,BTC,1,Bitcoin,"$74,386,241,460 ",$4497.30,"16,540,200","$2,679,820,000",-0.04%,-7.65%,3.52%,r_20170902-232506
4418252,BTC,1,Bitcoin,"$47,176,905,887 ",$2861.27,"16,488,100","$1,041,950,000",0.10%,4.57%,2.22%,r_20170804-183006
4419271,BTC,1,Bitcoin,"$56,344,872,256 ",$3414.89,"16,499,762","$1,448,770,000",0.36%,1.97%,23.60%,r_20170810-215505
4420311,BTC,1,Bitcoin,"$69,423,186,689 ",$4201.59,"16,523,075","$2,254,450,000",0.59%,1.16%,-4.06%,r_20170824-083005
4421377,BTC,1,Bitcoin,"$79,756,175,980 ",$4822.86,"16,537,112","$2,197,510,000",0.63%,3.17%,9.92%,r_20170901-132005
4422445,BTC,1,Bitcoin,"$66,076,256,295 ",$4003.26,"16,505,612","$2,581,390,000",-1.38%,-1.52%,23.91%,r_20170814-040005
4423478,BTC,1,Bitcoin,"$47,806,110,088 ",$2899.33,"16,488,675","$1,003,220,000",1.09%,4.01%,4.08%,r_20170805-000006
4424514,BTC,1,Bitcoin,"$73,629,493,436 ",$4455.70,"16,524,787","$1,914,010,000",0.61%,5.25%,5.73%,r_20170825-171005
4425577,BTC,1,Bitcoin,"$80,409,848,050 ",$4862.20,"16,537,750","$2,385,020,000",0.85%,3.26%,10.81%,r_20170901-201005
4426641,BTC,1,Bitcoin,"$58,048,569,210 ",$3517.89,"16,500,962","$1,791,790,000",1.04%,3.85%,23.33%,r_20170811-124005
4427693,BTC,1,Bitcoin,"$78,013,211,820 ",$4716.96,"16,538,875","$3,017,200,000",1.41%,0.25%,8.93%,r_20170902-070505
4428755,BTC,1,Bitcoin,"$54,808,093,344 ",$3322.06,"16,498,225","$1,462,730,000",-1.16%,-2.98%,22.38%,r_20170809-225506
4429794,BTC,1,Bitcoin,"$70,083,379,464 ",$4243.26,"16,516,400","$2,996,780,000",2.18%,2.49%,7.89%,r_20170819-232506
4430848,BTC,1,Bitcoin,"$67,982,883,363 ",$4116.04,"16,516,575","$2,924,060,000",-1.55%,-1.30%,4.02%,r_20170820-010505
4431897,BTC,1,Bitcoin,"$69,538,728,333 ",$4209.00,"16,521,437","$2,417,310,000",-0.59%,6.98%,1.42%,r_20170823-112505
4432948,BTC,1,Bitcoin,"$54,955,252,246 ",$3331.78,"16,494,262","$1,381,280,000",-0.13%,2.07%,17.64%,r_20170807-191006
4433972,BTC,1,Bitcoin,"$54,765,066,851 ",$3319.51,"16,497,937","$1,547,230,000",0.39%,-2.01%,22.46%,r_20170809-180506
4435006,BTC,1,Bitcoin,"$56,060,956,197 ",$3398.28,"16,496,862","$1,736,840,000",-0.16%,-0.92%,25.32%,r_20170809-042005
4436045,BTC,1,Bitcoin,"$64,831,415,952 ",$3927.24,"16,508,137","$2,947,910,000",-3.40%,-8.04%,14.89%,r_20170815-144005
4437081,BTC,1,Bitcoin,"$56,203,391,166 ",$3406.39,"16,499,400","$1,338,750,000",0.53%,3.74%,23.74%,r_20170810-145505
4438120,BTC,1,Bitcoin,"$66,804,178,973 ",$4044.06,"16,519,087","$2,625,170,000",0.16%,-1.76%,-5.16%,r_20170821-174505
4439183,BTC,1,Bitcoin,"$71,177,050,946 ",$4306.15,"16,529,162","$1,755,380,000",0.73%,-1.11%,6.08%,r_20170828-103505
4440260,BTC,1,Bitcoin,"$77,357,231,173 ",$4676.82,"16,540,562","$2,514,600,000",1.27%,-2.26%,7.36%,r_20170903-045506
4441334,BTC,1,Bitcoin,"$72,013,763,358 ",$4357.97,"16,524,612","$1,994,650,000",-0.03%,3.86%,1.95%,r_20170825-140005
4442384,BTC,1,Bitcoin,"$54,450,038,405 ",$3300.49,"16,497,562","$1,686,370,000",0.07%,-3.93%,21.84%,r_20170809-124005
4443419,BTC,1,Bitcoin,"$66,245,363,924 ",$4013.70,"16,504,812","$3,083,240,000",-1.45%,3.22%,23.74%,r_20170813-180005
4444451,BTC,1,Bitcoin,"$52,130,108,264 ",$3161.35,"16,489,825","$1,643,110,000",-0.32%,10.50%,15.72%,r_20170805-122006
4445479,BTC,1,Bitcoin,"$67,769,958,125 ",$4105.00,"16,509,125","$2,962,390,000",-0.28%,-6.95%,20.84%,r_20170816-042505
4446524,BTC,1,Bitcoin,"$67,278,375,168 ",$4072.96,"16,518,300","$1,972,640,000",-0.35%,-1.08%,0.21%,r_20170821-025505
4447567,BTC,1,Bitcoin,"$47,481,259,670 ",$2879.74,"16,488,037","$1,045,070,000",-0.01%,5.37%,2.83%,r_20170804-174506
4448602,BTC,1,Bitcoin,"$80,022,152,539 ",$4838.79,"16,537,637","$2,317,630,000",0.35%,2.77%,10.26%,r_20170901-191505
4449666,BTC,1,Bitcoin,"$55,293,652,044 ",$3352.22,"16,494,637","$1,445,820,000",-0.57%,4.52%,16.75%,r_20170808-011005
4450697,BTC,1,Bitcoin,"$68,906,516,892 ",$4170.33,"16,523,037","$2,238,410,000",0.25%,1.54%,-4.50%,r_20170824-065505
4451750,BTC,1,Bitcoin,"$71,613,811,856 ",$4336.65,"16,513,625","$2,614,020,000",-0.44%,-2.56%,24.09%,r_20170818-115505
4452805,BTC,1,Bitcoin,"$72,109,036,648 ",$4362.31,"16,530,012","$1,970,370,000",-0.13%,-0.20%,9.91%,r_20170828-230005
4453887,BTC,1,Bitcoin,"$76,412,814,995 ",$4619.73,"16,540,537","$2,469,320,000",0.11%,-4.79%,6.06%,r_20170903-040505
4454953,BTC,1,Bitcoin,"$67,058,936,965 ",$4062.87,"16,505,312","$3,158,130,000",-0.77%,4.31%,25.55%,r_20170814-000005
4455993,BTC,1,Bitcoin,"$64,525,612,285 ",$3909.58,"16,504,487","$3,015,570,000",-1.62%,3.77%,21.44%,r_20170813-132005
4457031,BTC,1,Bitcoin,"$68,511,356,946 ",$4149.83,"16,509,437","$2,636,620,000",-0.57%,-0.45%,24.29%,r_20170816-103505
4458077,BTC,1,Bitcoin,"$72,712,565,937 ",$4404.84,"16,507,425","$2,748,060,000",0.61%,8.82%,28.59%,r_20170815-060505
4459113,BTC,1,Bitcoin,"$53,422,473,325 ",$3239.09,"16,493,050","$1,025,950,000",0.17%,1.03%,17.96%,r_20170807-053505
4460158,BTC,1,Bitcoin,"$75,998,772,638 ",$4594.25,"16,542,150","$1,953,040,000",0.34%,0.94%,5.68%,r_20170903-234005
4461236,BTC,1,Bitcoin,"$69,828,863,328 ",$4224.64,"16,528,950","$1,615,940,000",-0.72%,-3.08%,3.71%,r_20170828-061005
4462315,BTC,1,Bitcoin,"$75,136,280,108 ",$4542.77,"16,539,750","$2,848,860,000",-0.95%,-6.05%,5.12%,r_20170902-192006
4463375,BTC,1,Bitcoin,"$56,318,073,340 ",$3413.32,"16,499,500","$1,377,080,000",-0.27%,3.25%,23.79%,r_20170810-171505
4464416,BTC,1,Bitcoin,"$67,581,254,617 ",$4091.81,"16,516,225","$3,268,820,000",-0.68%,-0.27%,5.58%,r_20170819-201505
4465476,BTC,1,Bitcoin,"$75,258,805,562 ",$4552.49,"16,531,350","$2,380,270,000",0.28%,4.59%,13.22%,r_20170829-181005
4466548,BTC,1,Bitcoin,"$71,539,816,713 ",$4328.84,"16,526,325","$1,547,080,000",-0.56%,-0.66%,5.01%,r_20170826-221006
4467598,BTC,1,Bitcoin,"$56,463,363,223 ",$3422.73,"16,496,587","$1,728,400,000",-0.50%,1.57%,25.70%,r_20170809-001505
4468630,BTC,1,Bitcoin,"$71,674,439,294 ",$4341.11,"16,510,625","$2,175,500,000",-0.50%,4.33%,29.64%,r_20170817-020006
4469691,BTC,1,Bitcoin,"$73,913,910,048 ",$4466.88,"16,547,100","$2,568,280,000",-0.05%,9.63%,-2.77%,r_20170906-025505
4470760,BTC,1,Bitcoin,"$68,343,304,305 ",$4138.41,"16,514,387","$2,827,680,000",2.29%,-4.69%,15.28%,r_20170818-222505
4471809,BTC,1,Bitcoin,"$64,958,189,607 ",$3932.07,"16,520,100","$3,592,760,000",0.07%,-3.33%,-5.17%,r_20170822-123005
4472869,BTC,1,Bitcoin,"$72,158,672,918 ",$4366.65,"16,524,950","$1,857,510,000",-1.61%,3.03%,4.54%,r_20170825-200005
4473923,BTC,1,Bitcoin,"$66,558,870,531 ",$4029.21,"16,519,087","$2,619,770,000",-0.09%,-2.10%,-5.47%,r_20170821-173505
4474975,BTC,1,Bitcoin,"$69,149,658,731 ",$4185.27,"16,522,150","$2,336,940,000",-0.48%,3.32%,-2.09%,r_20170823-182505
4476032,BTC,1,Bitcoin,"$65,007,470,444 ",$3935.08,"16,519,987","$3,567,710,000",2.73%,-3.61%,-6.50%,r_20170822-095505
4477086,BTC,1,Bitcoin,"$67,438,080,561 ",$4083.37,"16,515,300","$2,897,110,000",1.20%,-5.25%,9.14%,r_20170819-084005
4478141,BTC,1,Bitcoin,"$75,807,796,850 ",$4584.94,"16,534,087","$1,925,380,000",0.36%,-0.19%,10.42%,r_20170831-015505
4479205,BTC,1,Bitcoin,"$56,231,432,143 ",$3408.65,"16,496,687","$1,720,280,000",-0.42%,1.14%,25.23%,r_20170809-005505
4480254,BTC,1,Bitcoin,"$81,060,664,244 ",$4901.42,"16,538,200","$2,592,440,000",0.85%,3.93%,12.53%,r_20170902-001006
4481327,BTC,1,Bitcoin,"$70,627,400,813 ",$4278.75,"16,506,550","$2,508,570,000",-0.11%,6.44%,27.52%,r_20170814-191505
4482366,BTC,1,Bitcoin,"$70,556,922,981 ",$4272.62,"16,513,737","$2,629,990,000",-0.98%,-4.04%,21.84%,r_20170818-141006
4483407,BTC,1,Bitcoin,"$56,100,729,772 ",$3400.24,"16,499,050","$1,407,040,000",0.27%,1.51%,23.73%,r_20170810-100505
4484448,BTC,1,Bitcoin,"$67,099,836,770 ",$4062.09,"16,518,550","$2,228,010,000",0.88%,-2.07%,-1.24%,r_20170821-080006
4485503,BTC,1,Bitcoin,"$66,128,498,474 ",$4006.68,"16,504,562","$3,151,660,000",3.22%,6.18%,24.31%,r_20170813-140005
4486530,BTC,1,Bitcoin,"$52,921,453,693 ",$3209.07,"16,491,212","$1,582,300,000",-0.26%,2.73%,19.11%,r_20170806-050005
4487553,BTC,1,Bitcoin,"$54,696,182,825 ",$3315.40,"16,497,612","$1,685,040,000",0.27%,-3.31%,22.37%,r_20170809-130505
4488601,BTC,1,Bitcoin,"$75,255,375,302 ",$4551.78,"16,533,175","$2,288,880,000",0.03%,0.40%,8.34%,r_20170830-143005
4489681,BTC,1,Bitcoin,"$76,705,598,592 ",$4639.04,"16,534,800","$1,731,030,000",0.49%,2.69%,10.51%,r_20170831-114505
4490744,BTC,1,Bitcoin,"$56,469,496,145 ",$3422.29,"16,500,500","$1,662,930,000",-0.04%,1.72%,21.91%,r_20170811-064005
4491784,BTC,1,Bitcoin,"$66,564,100,299 ",$4029.49,"16,519,237","$2,679,690,000",-0.13%,-2.61%,-6.21%,r_20170821-203505
4492836,BTC,1,Bitcoin,"$72,101,376,185 ",$4366.78,"16,511,337","$2,102,730,000",0.51%,5.33%,29.40%,r_20170817-090005
4493899,BTC,1,Bitcoin,"$71,646,187,828 ",$4330.91,"16,542,987","$2,103,830,000",-2.18%,-6.58%,0.87%,r_20170904-085505
