,symbol,ranking by market cap,name,market cap,price,circulating supply,volume,% 1h,% 24h,% 1wk,file_name
7484,PCS,846,Pabyosi Coin ...,? ,$0.077941,?,"$4,101",-0.12%,2.14%,-26.82%,r_20170804-073005
7485,RBIES,406,Rubies,"$237,012 ",$0.022756,"10,415,252",*,"$1,524",-1.22%,-0.60%,r_20170804-073005
7486,QTL,589,Quatloo,"$97,741 ",$0.012916,"7,567,549",Low Vol,1.51%,3.79%,-24.28%,r_20170804-073005
7487,BITS,404,Bitstar,"$250,237 ",$0.010842,"23,079,737","$1,678",-0.07%,-19.49%,-34.02%,r_20170804-073005
7488,CRX,633,Chronos,"$61,830 ",$0.000839,"73,729,962",Low Vol,-0.05%,-23.92%,-39.40%,r_20170804-073005
7489,ZENGOLD,1003,ZenGold,? ,$0.049388,?,*,Low Vol,?,?,r_20170804-073005
7490,BITZ,482,Bitz,"$917,693 ",$0.460946,"1,990,891",Low Vol,?,0.46%,?,r_20170804-073005
7491,FRC,594,Freicoin,"$95,251 ",$0.003343,"28,492,553",?,-0.05%,?,24.69%,r_20170804-073005
7492,VTC,102,Vertcoin,"$20,428,526 ",$0.534047,"38,252,300","$893,757",0.23%,5.67%,7.18%,r_20170804-073005
7493,GTC,557,Global Tour Coin,"$146,005 ",$0.005150,"28,350,765",Low Vol,-0.12%,-51.40%,-35.90%,r_20170804-073005
7494,HERO,348,Sovereign Hero,"$789,951 ",$165.50,"4,773",*,"$6,741",0.32%,4.18%,r_20170804-073005
7495,DUO,561,ParallelCoin,"$136,940 ",$0.463599,"295,384",Low Vol,-2.75%,17.09%,-12.18%,r_20170804-073005
7496,FRK,647,Franko,"$50,337 ",$0.079029,"636,950",Low Vol,-0.12%,2.44%,20.98%,r_20170804-073005
7497,XC,245,XCurrency,"$3,533,182 ",$0.605953,"5,830,785",*,$927,10.82%,0.01%,r_20170804-073005
7498,TRIG,276,Triggers,"$2,256,638 ",$0.070288,"32,105,593",*,"$14,940",-0.58%,10.11%,r_20170804-073005
7499,MEN,970,PeopleCoin,? ,$0.001030,?,Low Vol,-0.12%,57.94%,-18.12%,r_20170804-073005
7500,FRN,400,Francs,"$290,971 ",$0.078058,"3,727,620",$553,-0.12%,11.17%,1.58%,r_20170804-073005
7501,EUC,621,Eurocoin,"$68,182 ",$0.005733,"11,893,226",Low Vol,-42.12%,-9.79%,-46.13%,r_20170804-073005
7502,ATMS,470,Atmos,"$3,903,170 ",$0.038972,"100,154,227",*,Low Vol,-0.12%,-7.40%,r_20170804-073005
7503,X2,1017,X2,? ,$0.000055,?,*,Low Vol,?,1.02%,r_20170804-073005
7504,UNB,371,UnbreakableCoin,"$542,022 ",$0.237922,"2,278,150","$185,145",2.70%,-2.02%,4.70%,r_20170804-073005
7505,VTR,289,vTorrent,"$1,813,416 ",$0.167661,"10,815,966","$13,191",-0.12%,6.11%,6.45%,r_20170804-073005
7506,TLE,951,Tattoocoin (L...,? ,$0.017593,?,*,Low Vol,-45.32%,-64.33%,r_20170804-073005
7507,VTY,922,Victoriouscoin,? ,$0.000025,?,Low Vol,-2.31%,188.25%,-7.00%,r_20170804-073005
7508,UNI,578,Universe,"$112,074 ",$0.021824,"5,135,345",*,Low Vol,-0.12%,7.05%,r_20170804-073005
7509,XP,383,XP,"$432,185 ",$0.000003,"140,425,906,314","$3,022",0.87%,137.43%,109.09%,r_20170804-073005
7510,PDC,272,Project Decorum,"$2,380,050 ",$0.047601,"50,000,000",*,"$4,285",-0.72%,0.71%,r_20170804-073005
7511,TER,845,TerraNova,? ,$618.51,?,"$4,305",-0.12%,20.86%,-60.05%,r_20170804-073005
7512,YAC,596,Yacoin,"$91,706 ",$0.000779,"117,657,516",Low Vol,21.58%,-1.09%,-8.75%,r_20170804-073005
7513,UNO,177,Unobtanium,"$8,197,795 ",$41.45,"197,783","$11,425",2.71%,3.61%,-12.58%,r_20170804-073005
7514,DSH,511,Dashcoin,"$344,528 ",$0.019804,"17,396,723",Low Vol,-2.61%,-11.31%,-34.74%,r_20170804-073005
7515,ZEC,18,Zcash,"$356,484,293 ",$189.04,"1,885,731","$10,198,900",-0.31%,2.74%,4.08%,r_20170804-073005
7516,NANOX,897,Project-X,? ,"$214,344",?,*,Low Vol,-0.12%,14.32%,r_20170804-073005
7517,OMG,25,OmiseGo,"$233,599,200 ",$2.38,"98,312,024",*,"$22,760,400",3.61%,45.58%,r_20170804-073005
7518,DMB,797,Digital Money...,$291 ,$0.000691,"421,300",Low Vol,-0.12%,-2.11%,6.90%,r_20170804-073005
7519,ITI,375,iTicoin,"$500,282 ",$15.63,"32,000",*,"$107,745",10.26%,18.54%,r_20170804-073005
7520,GPL,988,Gold Pressed ...,? ,$0.283240,?,Low Vol,-0.12%,13.25%,37.13%,r_20170804-073005
7521,CVCOIN,861,CVCoin,? ,$0.363960,?,*,"$1,545",0.11%,11.07%,r_20170804-073005
7522,KED,613,Darsek,"$75,547 ",$0.007238,"10,438,179",Low Vol,-0.12%,5.27%,-35.43%,r_20170804-073005
7523,ZEN,185,ZenCash,"$7,783,628 ",$4.86,"1,602,688","$393,862",-1.33%,21.90%,27.71%,r_20170804-073005
7524,ZER,378,Zero,"$470,387 ",$0.394114,"1,193,530",$909,6.46%,6.95%,5.16%,r_20170804-073005
7525,CRAVE,263,Crave,"$2,707,726 ",$2.04,"1,328,991",*,"$10,975",-0.19%,6.51%,r_20170804-073005
7526,CMT,736,Comet,"$17,266 ",$0.019782,"872,830",Low Vol,-0.11%,-15.07%,-24.07%,r_20170804-073005
7527,ZET,208,Zetacoin,"$5,547,125 ",$0.033324,"166,462,369","$1,758,530",3.08%,13.59%,55.01%,r_20170804-073005
7528,INFX,381,Influxcoin,"$442,391 ",$0.264369,"1,673,383","$94,024",-1.41%,4.87%,-10.36%,r_20170804-073005
7529,BITCNY,161,bitCNY,"$9,901,731 ",$0.141027,"70,211,600",*,"$860,490",1.20%,-3.74%,r_20170804-073005
7530,SOIL,898,SOILcoin,? ,$0.013988,?,Low Vol,-4.22%,-1.04%,-64.88%,r_20170804-073005
7531,VTA,686,Virtacoin,"$32,279 ",$0.000006,"5,199,873,675",Low Vol,-0.51%,-15.71%,0.13%,r_20170804-073005
7532,BPC,468,Bitpark Coin,"$5,217,323 ",$0.069564,"75,000,000",*,Low Vol,-0.12%,11.64%,r_20170804-073005
7533,NBIT,956,netBit,? ,$0.013835,?,*,Low Vol,-0.12%,2.40%,r_20170804-073005
7534,DMC,804,DynamicCoin,? ,$0.999570,?,"$804,020",-0.03%,-0.02%,0.03%,r_20170804-073005
7535,SKC,976,Skeincoin,? ,$0.002923,?,Low Vol,-0.13%,2.44%,-14.77%,r_20170804-073005
7536,SLFI,788,Selfiecoin,"$3,005 ",$0.000028,"107,829,281",Low Vol,?,2.55%,2.41%,r_20170804-073005
7537,SHIFT,151,Shift,"$11,338,286 ",$1.03,"11,041,706",*,"$244,820",1.75%,26.54%,r_20170804-073005
7538,888,435,OctoCoin,"$100,301 ",$0.002025,"49,535,260",$862,1.95%,-15.24%,-9.46%,r_20170804-073005
7539,AGRS,143,Agoras Tokens,"$12,602,226 ",$0.300053,"42,000,000",*,"$53,857",2.33%,3.39%,r_20170804-073005
7540,ZSE,863,ZSEcoin,? ,$0.009048,?,"$1,242",26.73%,-2.26%,13.59%,r_20170804-073005
7541,WBB,267,Wild Beast Block,"$2,637,752 ",$1.11,"2,378,453",$766,-0.11%,-4.96%,-8.62%,r_20170804-073005
7542,ASAFE2,427,AllSafe,"$120,216 ",$0.014971,"8,030,000",*,"$10,073",10.08%,11.28%,r_20170804-073005
7543,SWT,174,Swarm City,"$8,851,934 ",$1.17,"7,573,394",*,"$42,270",0.24%,3.99%,r_20170804-073005
7544,DP,416,DigitalPrice,"$203,180 ",$0.008789,"23,117,759","$2,869",5.61%,-9.59%,-25.99%,r_20170804-073005
7545,OFF,731,Cthulhu Offer...,"$18,162 ",$0.006931,"2,620,281",Low Vol,-0.12%,49.77%,-46.02%,r_20170804-073005
7546,CESC,712,CryptoEscudo,"$24,069 ",$0.000167,"144,105,100",**,Low Vol,-0.13%,-12.19%,r_20170804-073005
7547,CYP,639,Cypher,"$59,362 ",$0.009326,"6,365,285",*,Low Vol,?,0.94%,r_20170804-073005
7548,GYC,813,Gycoin,? ,$0.016276,?,"$112,232",2.90%,2.55%,-0.05%,r_20170804-073005
7549,POT,109,PotCoin,"$19,606,533 ",$0.090142,"217,506,461","$200,479",0.22%,-0.51%,-11.30%,r_20170804-073005
7550,PIVX,46,PIVX,"$104,402,334 ",$1.93,"53,982,872",*,"$540,800",-2.10%,-0.25%,r_20170804-073005
7551,POP,634,PopularCoin,"$61,548 ",$0.000018,"3,359,769,525",Low Vol,0.34%,33.66%,10.56%,r_20170804-073005
7552,CYC,990,Cycling Coin,? ,$0.000640,?,*,Low Vol,-0.12%,24.01%,r_20170804-073005
7553,TGC,570,Tigercoin,"$119,981 ",$0.002756,"43,536,800",Low Vol,-0.13%,-0.57%,-6.14%,r_20170804-073005
7554,RPC,701,RonPaulCoin,"$26,753 ",$0.032102,"833,375",Low Vol,4.13%,-30.36%,-29.56%,r_20170804-073005
7555,ARDR,40,Ardor,"$145,456,324 ",$0.145602,"998,999,495",*,"$2,272,980",-0.33%,1.05%,r_20170804-073005
7556,LBTC,756,LiteBitcoin,"$12,749 ",$0.002979,"4,280,260",Low Vol,-21.43%,-13.55%,-50.45%,r_20170804-073005
7557,UNY,152,Unity Ingot,"$11,294,729 ",$0.055914,"202,000,000",*,"$43,219",-0.73%,2.77%,r_20170804-073005
7558,BTSR,487,BTSR,"$624,794 ",$0.190272,"3,283,690",*,Low Vol,0.29%,9.44%,r_20170804-073005
7559,TIPS,319,FedoraCoin,"$1,421,746 ",$0.000003,"443,168,182,458","$23,997",4.24%,23.02%,8.63%,r_20170804-073005
7560,DUB,992,Dubstep,? ,$0.001141,?,*,Low Vol,-0.12%,2.36%,r_20170804-073005
7561,BIP,703,BipCoin,"$25,894 ",$0.016833,"1,538,251",Low Vol,4.11%,-71.28%,-71.77%,r_20170804-073005
7562,VASH,201,VPNCoin,"$6,735,316 ",$0.016824,"400,339,746",*,"$406,078",0.30%,5.48%,r_20170804-073005
7563,BITGOLD,566,bitGold,"$130,917 ",$1455.13,89.9694,*,Low Vol,0.37%,15.01%,r_20170804-073005
7564,RBY,170,Rubycoin,"$9,253,131 ",$0.375892,"24,616,462",*,"$11,135",-0.13%,6.18%,r_20170804-073005
7565,RBX,356,Ripto Bux,"$724,177 ",$0.001900,"381,236,123",*,"$6,520",-0.13%,4.52%,r_20170804-073005
7566,BITBTC,415,bitBTC,"$203,770 ",$2835.85,71.8551,*,"$65,740",5.08%,4.46%,r_20170804-073005
7567,DOPE,278,DopeCoin,"$2,246,463 ",$0.020223,"111,085,648",*,"$29,225",-2.67%,-2.19%,r_20170804-073005
7568,RBT,620,Rimbit,"$68,425 ",$0.000592,"115,499,623",*,Low Vol,-0.12%,1.67%,r_20170804-073005
7569,MLN,85,Melon,"$29,577,513 ",$49.35,"599,400",*,"$191,737",-0.45%,4.26%,r_20170804-073005
7570,SLR,217,SolarCoin,"$4,857,317 ",$0.137048,"35,442,452",*,"$20,537",0.13%,1.70%,r_20170804-073005
7571,SLS,162,SaluS,"$9,867,608 ",$9.83,"1,003,992",*,"$31,233",-4.55%,-3.91%,r_20170804-073005
7572,STORJ,84,Storj,"$29,660,724 ",$0.422480,"70,206,220",*,"$229,298",1.48%,2.58%,r_20170804-073005
7573,DHG,834,DHG,? ,$0.116130,?,"$12,806",0.00%,-1.73%,9.08%,r_20170804-073005
7574,KARMA,1014,Karmacoin,? ,$0.000028,?,Low Vol,?,2.68%,2.54%,r_20170804-073005
7575,SKIN,317,SkinCoin,"$1,479,445 ",$0.016777,"88,183,483",*,"$11,274",-0.79%,-6.31%,r_20170804-073005
7576,VERI,19,Veritaseum,"$319,867,149 ",$159.43,"2,006,279",*,"$801,105",-0.71%,-5.93%,r_20170804-073005
7577,MILO,689,MiloCoin,"$31,999 ",$0.002966,"10,789,954",Low Vol,?,?,-14.50%,r_20170804-073005
7578,ELE,571,Elementrem,"$118,515 ",$0.004669,"25,384,432",Low Vol,-0.12%,23.57%,24.24%,r_20170804-073005
7579,MCO,173,Monaco,"$8,889,180 ",$0.905785,"9,813,786",*,"$193,063",1.27%,1.48%,r_20170804-073005
7580,MAC,567,Machinecoin,"$129,674 ",$0.006549,"19,801,025",Low Vol,-0.87%,-1.93%,-20.49%,r_20170804-073005
7581,ARK,57,Ark,"$62,237,368 ",$0.643846,"96,664,992",*,"$524,991",1.39%,14.16%,r_20170804-073005
7582,NRO,657,Neuro,"$44,657 ",$0.002756,"16,204,572",Low Vol,-0.12%,46.98%,5.46%,r_20170804-073005
7583,DICE,80,Etheroll,"$31,924,879 ",$4.56,"7,001,623",*,"$361,990",0.07%,-4.14%,r_20170804-073005
7584,RDD,83,ReddCoin,"$31,038,658 ",$0.001086,"28,580,452,895",*,"$433,731",-1.54%,-2.33%,r_20170804-073005
7585,TOKEN,503,SwapToken,"$426,065 ",$0.000028,"15,320,585,365",*,Low Vol,-0.12%,1896.16%,r_20170804-073005
7586,LGD,302,Legends Room,"$1,616,968 ",$0.808484,"2,000,000",*,"$239,182",-1.49%,-2.29%,r_20170804-073005
7587,OTX,367,Octanox,"$579,064 ",$0.073230,"7,907,527","$5,949",3.49%,-16.62%,-40.15%,r_20170804-073005
7588,UNC,955,UNCoin,? ,$0.000028,?,*,Low Vol,-0.12%,2.44%,r_20170804-073005
7589,UNRC,871,UniversalRoya...,? ,$0.005595,?,*,$671,-4.40%,-12.00%,r_20170804-073005
7590,XGR,518,GoldReserve,"$300,661 ",$0.017509,"17,171,382",**,Low Vol,-0.11%,7.57%,r_20170804-073005
7591,RIDE,710,Ride My Car,"$24,610 ",$0.000243,"101,235,867",*,Low Vol,-0.12%,27.80%,r_20170804-073005
7592,AMMO,726,Ammo Rewards,"$19,486 ",$0.000251,"77,777,777",*,Low Vol,-0.12%,-0.03%,r_20170804-073005
7593,$$$,666,Money,"$39,565 ",$0.000862,"45,887,218",Low Vol,0.44%,3.82%,-7.13%,r_20170804-073005
7594,QAU,125,Quantum,"$15,497,574 ",$0.190087,"81,528,846",*,"$71,678",-0.11%,0.66%,r_20170804-073005
7595,IMS,651,Independent M...,"$47,529 ",$0.008853,"5,368,934",Low Vol,0.09%,-19.73%,-48.17%,r_20170804-073005
7596,BGC,812,BagCoin,? ,$0.005120,?,"$115,301",2.40%,7.17%,5.13%,r_20170804-073005
7597,CLINT,1004,Clinton,? ,$0.003259,?,*,Low Vol,?,?,r_20170804-073005
7598,WA,833,WA Space,? ,$0.032848,?,"$12,890",-0.13%,6.65%,-4.72%,r_20170804-073005
7599,PAY,45,TenX,"$113,057,240 ",$1.08,"104,661,310",*,"$2,737,560",0.30%,15.22%,r_20170804-073005
7600,ZYD,730,Zayedcoin,"$18,250 ",$0.002923,"6,243,840",Low Vol,5.76%,-13.95%,-33.96%,r_20170804-073005
7601,MUSE,110,MUSE,"$19,055,701 ",$0.013860,"1,374,840,478",*,"$10,518",0.45%,13.88%,r_20170804-073005
7602,TOPAZ,925,Topaz Coin,? ,$0.104241,?,Low Vol,-0.12%,31.13%,125.35%,r_20170804-073005
7603,BGR,960,Bongger,? ,$0.000052,?,Low Vol,-0.24%,?,-5.32%,r_20170804-073005
7604,HBN,529,HoboNickels,"$260,678 ",$0.004728,"55,131,606",Low Vol,-0.13%,2.36%,-21.12%,r_20170804-073005
7605,BIGUP,643,BigUp,"$57,864 ",$0.000028,"2,078,685,244",Low Vol,-0.13%,-46.96%,-3.78%,r_20170804-073005
7606,ELCO,1001,ELcoin,? ,$8.21,?,*,Low Vol,?,?,r_20170804-073005
7607,EXP,121,Expanse,"$16,091,481 ",$2.08,"7,754,221","$191,711",1.07%,8.98%,12.47%,r_20170804-073005
7608,IMX,729,Impact,"$18,535 ",$0.000169,"109,442,502",Low Vol,-0.74%,-20.22%,-29.41%,r_20170804-073005
7609,TIX,304,Tickets,"$1,603,058 ",$0.000024,"66,876,281,414","$49,672",-0.13%,-1.86%,-3.65%,r_20170804-073005
7610,PAK,387,Pakcoin,"$401,075 ",$0.010223,"39,233,750",$836,-3.79%,5.76%,-18.37%,r_20170804-073005
7611,BSTY,402,GlobalBoost-Y,"$260,547 ",$0.021043,"12,381,510",$571,0.29%,10.16%,20.08%,r_20170804-073005
7612,BEST,881,BestChain,? ,$0.001240,?,Low Vol,-2.94%,-14.49%,-25.21%,r_20170804-073005
7613,ZNE,750,Zonecoin,"$14,228 ",$0.005510,"2,581,970",Low Vol,?,0.89%,?,r_20170804-073005
7614,BUK,1027,CryptoBuck,? ,$0.044460,?,?,?,?,?,r_20170804-073005
7615,VOYA,934,Voyacoin,? ,$0.836135,?,Low Vol,-0.12%,2.44%,-53.17%,r_20170804-073005
7616,LINX,412,Linx,"$211,975 ",$0.050144,"4,227,300","$13,356",1.31%,7.74%,-1.95%,r_20170804-073005
7617,EGO,747,EGO,"$14,994 ",$0.000250,"60,000,001",*,Low Vol,?,2.18%,r_20170804-073005
7618,PZM,243,PRIZM,"$3,590,208 ",$0.791651,"4,535,089",*,"$6,799",-18.46%,-22.86%,r_20170804-073005
7619,LTBC,532,LTBcoin,"$217,833 ",$0.000441,"493,863,915",*,Low Vol,?,?,r_20170804-073005
7620,EDRC,928,EDRCoin,? ,$0.019096,?,*,Low Vol,-0.13%,-2.12%,r_20170804-073005
7621,GEERT,464,GeertCoin,"$9,668 ",$0.001899,"5,091,200","$1,156",-0.16%,18.14%,-24.46%,r_20170804-073005
7622,DCY,369,Dinastycoin,"$546,885 ",$0.000447,"1,222,815,173","$2,536",6.62%,0.87%,-15.53%,r_20170804-073005
7623,BITUSD,242,bitUSD,"$3,640,406 ",$1.00,"3,626,300",*,"$133,781",0.49%,0.33%,r_20170804-073005
7624,DCT,63,DECENT,"$47,630,829 ",$0.928366,"51,306,089",*,"$1,028,070",1.03%,4.39%,r_20170804-073005
7625,LEPEN,917,LePen,? ,$0.000057,?,*,Low Vol,-0.14%,5.15%,r_20170804-073005
7626,DCR,38,Decred,"$157,815,028 ",$28.87,"5,465,834","$595,384",-0.60%,0.71%,20.86%,r_20170804-073005
7627,RIC,248,Riecoin,"$3,386,671 ",$0.094065,"36,003,675","$111,466",-0.13%,3.60%,8.54%,r_20170804-073005
7628,GARY,879,President Joh...,? ,$0.114048,?,*,Low Vol,-0.13%,-10.71%,r_20170804-073005
7629,ZENI,264,Zennies,"$2,671,060 ",$0.002669,"1,000,775,718",*,"$12,706",-3.88%,-0.52%,r_20170804-073005
7630,OMC,1021,Omicron,? ,$0.138924,?,*,Low Vol,?,1.85%,r_20170804-073005
7631,BNX,692,BnrtxCoin,"$29,545 ",$0.001438,"20,548,501",Low Vol,-0.23%,4.82%,-10.27%,r_20170804-073005
7632,HAL,619,Halcyon,"$69,445 ",$0.014252,"4,872,478",Low Vol,-0.12%,10.12%,-27.22%,r_20170804-073005
7633,PASC,206,Pascal Coin,"$5,854,933 ",$0.484720,"12,079,000","$352,313",-1.56%,23.43%,10.95%,r_20170804-073005
7634,BOST,539,BoostCoin,"$197,682 ",$0.016674,"11,855,487",Low Vol,-14.29%,49.10%,-87.95%,r_20170804-073005
7635,RISE,183,Rise,"$7,889,062 ",$0.073464,"107,387,215",*,"$85,486",0.68%,-0.54%,r_20170804-073005
7636,THS,962,TechShares,? ,$0.478014,?,*,Low Vol,-0.12%,-17.83%,r_20170804-073005
7637,EQT,288,EquiTrader,"$1,813,534 ",$0.294504,"6,157,927","$17,210",-0.58%,14.68%,-1.13%,r_20170804-073005
7638,BENJI,707,BenjiRolls,"$25,253 ",$0.001282,"19,704,519",Low Vol,-0.12%,-15.46%,-45.77%,r_20170804-073005
7639,BNT,49,Bancor,"$81,714,949 ",$2.00,"40,772,871",*,"$1,409,190",-0.20%,0.47%,r_20170804-073005
7640,DASH,8,Dash,"$1,404,766,604 ",$188.14,"7,466,563","$30,873,300",0.01%,3.78%,-2.36%,r_20170804-073005
7641,SIGT,286,Signatum,"$1,940,068 ",$0.032728,"59,277,998","$216,867",-1.53%,0.52%,-18.10%,r_20170804-073005
7642,BSTAR,451,Blackstar,"$35,119 ",$0.000056,"630,795,971",*,$682,99.74%,104.89%,r_20170804-073005
7643,BNB,158,Binance Coin,"$10,305,400 ",$0.103054,"100,000,000",*,"$318,127",-0.21%,2.34%,r_20170804-073005
7644,WEX,459,Wexcoin,"$17,310 ",$0.083690,"206,840",*,"$2,824",-0.12%,-21.96%,r_20170804-073005
7645,THC,298,HempCoin,"$1,652,732 ",$0.007377,"224,041,897","$42,784",-2.87%,0.75%,5.18%,r_20170804-073005
7646,E4ROW,345,E4ROW,"$851,910 ",$0.204393,"4,168,000",*,"$3,323",0.03%,?,r_20170804-073005
7647,PI,1016,PiCoin,? ,$0.001448,?,Low Vol,-0.03%,33.51%,-41.73%,r_20170804-073005
7648,PHO,665,Photon,"$39,804 ",$0.000002,"18,717,461,433",Low Vol,-0.25%,-11.84%,-42.70%,r_20170804-073005
7649,SPEX,610,SproutsExtreme,"$79,797 ",$0.000028,"2,866,607,586",*,Low Vol,-0.13%,?,r_20170804-073005
7650,BURST,120,Burst,"$16,098,845 ",$0.008912,"1,806,486,186","$464,529",0.09%,4.52%,6.42%,r_20170804-073005
7651,ZEIT,254,Zeitcoin,"$3,066,282 ",$0.000083,"36,936,663,688","$7,879",-0.13%,48.25%,19.88%,r_20170804-073005
7652,SWIFT,277,Bitswift,"$2,251,685 ",$0.553953,"4,064,759",*,"$1,929",-0.12%,3.13%,r_20170804-073005
7653,MALC,820,Malcoin,? ,$36.28,?,*,"$42,903",-0.12%,9.78%,r_20170804-073005
7654,SYS,54,SysCoin,"$67,097,023 ",$0.127420,"526,581,566","$734,455",0.41%,0.39%,26.00%,r_20170804-073005
7655,QWARK,258,Qwark,"$2,895,232 ",$0.104026,"27,831,813",*,"$223,323",2.17%,41.04%,r_20170804-073005
7656,CCN,394,Cannacoin,"$357,355 ",$0.076058,"4,698,468",$528,-0.33%,-68.36%,76.58%,r_20170804-073005
7657,MZC,524,MazaCoin,"$274,330 ",$0.000251,"1,092,618,137",Low Vol,-0.13%,1.02%,-24.36%,r_20170804-073005
7658,KIC,564,KibiCoin,"$131,291 ",$0.008931,"14,701,000",Low Vol,-0.22%,-5.58%,-43.33%,r_20170804-073005
7659,DRM,625,Dreamcoin,"$66,020 ",$0.026977,"2,447,255",*,Low Vol,?,0.79%,r_20170804-073005
7660,YES,938,Yescoin,? ,$0.000008,?,Low Vol,-0.12%,-69.64%,-69.75%,r_20170804-073005
7661,RAREPEPEP,534,Rare Pepe Party,"$213,521 ",$11.86,"18,000",*,Low Vol,-0.11%,?,r_20170804-073005
7662,INSANE,471,InsaneCoin,"$2,491,676 ",$0.135841,"18,342,593",Low Vol,-0.12%,-13.76%,-21.70%,r_20170804-073005
7663,EMD,407,Emerald Crypto,"$231,958 ",$0.012134,"19,117,129",$687,-0.58%,1.49%,-8.97%,r_20170804-073005
7664,FDC,792,Future Digita...,"$1,533 ",$0.000557,"2,753,201",Low Vol,-48.79%,-2.44%,-57.37%,r_20170804-073005
7665,Q2C,552,QubitCoin,"$158,698 ",$0.000640,"247,870,047",Low Vol,-1.36%,-0.04%,-24.01%,r_20170804-073005
7666,DMD,199,Diamond,"$6,799,106 ",$3.07,"2,215,024","$23,660",-2.45%,-3.64%,-10.88%,r_20170804-073005
7667,CRW,139,Crown,"$13,241,944 ",$0.901964,"14,681,234","$42,859",-0.01%,-1.93%,11.22%,r_20170804-073005
7668,EMC,72,Emercoin,"$39,141,127 ",$0.967287,"40,464,854","$152,888",0.03%,3.40%,-1.06%,r_20170804-073005
7669,EMB,388,EmberCoin,"$400,276 ",$0.000084,"4,777,982,466",*,"$10,495",0.18%,3.03%,r_20170804-073005
7670,FRGC,803,Fargocoin,? ,$7.62,?,"$1,115,350",-0.01%,0.78%,0.67%,r_20170804-073005
7671,BELA,197,BelaCoin,"$7,112,000 ",$0.193256,"36,800,925","$123,473",-1.00%,19.98%,28.86%,r_20170804-073005
7672,SKY,105,Skycoin,"$20,359,094 ",$3.50,"5,820,526",*,"$12,294",2.04%,-2.90%,r_20170804-073005
7673,SYNC,996,Sync,? ,$129.33,?,*,Low Vol,?,?,r_20170804-073005
7674,SLG,583,Sterlingcoin,"$104,933 ",$0.025133,"4,175,140",Low Vol,-0.12%,5.73%,-11.67%,r_20170804-073005
7675,CRB,234,Creditbit,"$4,099,809 ",$0.345243,"11,875,141",*,"$251,531",-4.17%,-7.82%,r_20170804-073005
7676,GBT,721,GameBet Coin,"$21,357 ",$0.001004,"21,262,780",*,Low Vol,?,2.67%,r_20170804-073005
7677,EMV,257,Ethereum Movi...,"$2,895,646 ",$0.434347,"6,666,666",*,$640,0.00%,2.34%,r_20170804-073005
7678,EMP,852,EMoneyPower,? ,$0.091220,?,*,"$2,367",11.44%,14.03%,r_20170804-073005
7679,SYNX,262,Syndicate,"$2,769,977 ",$0.194769,"14,221,860",*,"$464,857",-1.17%,6.31%,r_20170804-073005
7680,TRST,128,WeTrust,"$15,282,663 ",$0.165850,"92,147,500",*,"$138,575",-0.25%,14.54%,r_20170804-073005
7681,ROUND,77,Round,"$34,590,495 ",$0.040695,"850,000,000",*,"$194,469",-0.13%,5.42%,r_20170804-073005
7682,BOAT,737,Doubloon,"$17,236 ",$0.000929,"18,547,845",Low Vol,-0.09%,-4.82%,-11.36%,r_20170804-073005
7683,CRM,827,Cream,? ,$0.020795,?,"$15,895",-5.44%,20.95%,?,r_20170804-073005
7684,PR,646,Prototanium,"$54,542 ",$0.279760,"194,961",Low Vol,-10.03%,-6.07%,-35.52%,r_20170804-073005
7685,DAXX,222,DaxxCoin,"$4,471,648 ",$0.009303,"480,649,180","$3,182",-11.43%,9.31%,-31.30%,r_20170804-073005
7686,ACOIN,638,Acoin,"$59,440 ",$0.048718,"1,220,085",Low Vol,-2.57%,2.03%,-3.37%,r_20170804-073005
7687,XDN,107,DigitalNote,"$20,322,632 ",$0.002952,"6,884,920,158","$880,374",1.81%,8.03%,32.06%,r_20170804-073005
7688,PX,648,PX,"$49,015 ",$0.000585,"83,848,102",Low Vol,-0.13%,13.23%,-22.94%,r_20170804-073005
7689,TCR,982,TheCreed,? ,$0.000195,?,Low Vol,-0.12%,2.44%,17.40%,r_20170804-073005
7690,SOUL,895,SoulCoin,? ,$0.000056,?,Low Vol,99.74%,53.64%,37.94%,r_20170804-073005
7691,808,418,808Coin,"$192,895 ",$0.000501,"384,970,618","$1,038",3.72%,7.33%,25.31%,r_20170804-073005
7692,CLUB,824,ClubCoin,? ,$0.312453,?,*,"$20,222",-2.92%,0.32%,r_20170804-073005
7693,QBT,946,Cubits,? ,$0.001278,?,Low Vol,-0.13%,2.37%,-16.76%,r_20170804-073005
7694,BUN,403,BunnyCoin,"$252,557 ",$0.000002,"101,795,666,687",$989,-0.35%,-15.83%,-33.43%,r_20170804-073005
7695,UNIC,551,UniCoin,"$159,038 ",$0.054143,"2,937,394",Low Vol,-0.12%,0.96%,12.25%,r_20170804-073005
7696,TIC,899,True Investme...,? ,$0.003480,?,*,Low Vol,-0.12%,-4.03%,r_20170804-073005
7697,GEO,316,GeoCoin,"$1,490,232 ",$0.473219,"3,149,139","$18,931",0.15%,3.26%,4.36%,r_20170804-073005
7698,WGO,360,WavesGo,"$670,797 ",$0.067100,"9,996,929",*,"$2,951",-0.40%,-9.97%,r_20170804-073005
7699,XRL,116,Rialto,"$17,070,557 ",$0.224608,"76,001,556",*,"$16,429",-6.33%,-6.62%,r_20170804-073005
7700,FLASH,864,Flash,? ,$0.002632,?,*,"$1,226",-0.20%,3.87%,r_20170804-073005
